날짜,시가,고가,저가,종가,거래량,등락률
2024-01-02,3640,3790,3620,3765,1292784,4.583333333333333
2024-01-03,3765,3905,3715,3810,2678654,1.1952191235059761
2024-01-04,4000,4080,3780,3785,5513060,-0.6561679790026247
2024-01-05,3795,3840,3720,3750,1086395,-0.9247027741083224
2024-01-08,3785,3940,3725,3855,2209932,2.8000000000000003
2024-01-09,3885,3910,3805,3885,1201380,0.7782101167315175
2024-01-10,3870,3870,3780,3785,857611,-2.574002574002574
2024-01-11,3820,3975,3820,3860,2078710,1.9815059445178336
2024-01-12,3895,3940,3795,3800,1522097,-1.5544041450777202
2024-01-15,3850,3850,3700,3780,860848,-0.5263157894736842
2024-01-16,3780,3930,3645,3665,2143539,-3.0423280423280423
2024-01-17,3650,3690,3355,3365,2002392,-8.185538881309688
2024-01-18,3380,3520,3365,3500,902132,4.011887072808321
2024-01-19,3580,4230,3550,4040,35390345,15.428571428571427
2024-01-22,3950,4135,3920,4045,7953152,0.12376237623762376
2024-01-23,4400,4545,4050,4055,16901510,0.2472187886279357
2024-01-24,4060,4090,3770,3900,3096596,-3.822441430332922
2024-01-25,3900,4220,3810,4065,8137998,4.230769230769231
2024-01-26,3950,4050,3915,3970,1701284,-2.337023370233702
2024-01-29,3950,3975,3620,3715,2772266,-6.423173803526448
2024-01-30,3720,3795,3580,3675,1225072,-1.0767160161507403
2024-01-31,3650,3750,3615,3750,975697,2.0408163265306123
