날짜,시가,고가,저가,종가,거래량,등락률
2020-10-05,6390,6590,6340,6590,3796,2.64797507788162
2020-10-06,6500,6560,6420,6480,8945,-1.669195751138088
2020-10-07,6350,6450,6350,6420,3384,-0.9259259259259258
2020-10-08,6540,6540,6350,6400,3111,-0.3115264797507788
2020-10-12,6400,6400,6300,6380,4664,-0.3125
2020-10-13,6450,6580,6330,6580,669,3.1347962382445136
2020-10-14,6550,6550,6300,6300,5171,-4.25531914893617
2020-10-15,6380,6490,6360,6440,3608,2.2222222222222223
2020-10-16,6440,6620,6370,6500,5478,0.9316770186335404
2020-10-19,6650,6650,6500,6500,556,0.0
2020-10-20,6530,6550,6450,6500,846,0.0
2020-10-21,6600,6650,6480,6640,2945,2.1538461538461537
2020-10-22,6650,6650,6470,6610,6171,-0.4518072289156626
2020-10-23,6600,6640,6520,6590,2838,-0.30257186081694404
2020-10-26,6690,6910,6410,6450,7339,-2.12443095599393
2020-10-27,6250,6610,6250,6530,2310,1.2403100775193798
2020-10-28,6420,6660,6420,6550,4126,0.3062787136294028
2020-10-29,6350,6620,6350,6620,4446,1.0687022900763359
2020-10-30,6620,6790,6620,6620,10437,0.0
