날짜,시가,고가,저가,종가,거래량,등락률
2024-02-01,19430,20200,19390,20000,19366,2.774922918807811
2024-02-02,19980,20200,19720,20200,19636,1.0
2024-02-05,20700,20700,20100,20450,12217,1.2376237623762376
2024-02-06,20600,20650,20250,20600,11281,0.7334963325183375
2024-02-07,20800,20800,20300,20650,7528,0.24271844660194172
2024-02-08,20800,21250,20700,21250,19410,2.9055690072639226
2024-02-13,21500,21500,20600,20800,25713,-2.1176470588235294
2024-02-14,20800,20800,20300,20700,7965,-0.4807692307692308
2024-02-15,20800,20900,20450,20850,8140,0.7246376811594203
2024-02-16,20850,21500,20750,21400,14232,2.6378896882494005
2024-02-19,21550,22600,21200,22500,31038,5.14018691588785
2024-02-20,22800,22800,22250,22600,13353,0.4444444444444444
2024-02-21,22700,22850,22450,22750,12819,0.6637168141592921
2024-02-22,22750,23000,22500,22800,16545,0.21978021978021978
2024-02-23,22750,23050,22650,23000,14834,0.8771929824561403
2024-02-26,23100,23100,22400,22800,11976,-0.8695652173913043
2024-02-27,22850,22850,22400,22500,14359,-1.3157894736842104
2024-02-28,22200,22500,21850,22050,18673,-2.0
2024-02-29,22050,22100,21700,22100,15163,0.22675736961451248
