rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,연결구분
20200527000554,11013,2020,01412822,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 2 기 1분기말,196326378311,제 1 기말,230551464903,1,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 2 기 1분기말,54835298094,제 1 기말,94646278024,2,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,-표준계정코드 미사용-,단기투자증권,-,제 2 기 1분기말,4807765891,제 1 기말,0,3,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,dart_ShortTermTradeReceivable,매출채권,-,제 2 기 1분기말,63898372768,제 1 기말,54730927752,4,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,-표준계정코드 미사용-,기타채권,-,제 2 기 1분기말,418942301,제 1 기말,2903849179,5,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,dart_CurrentDerivativeAsset,유동파생상품자산,-,제 2 기 1분기말,1373583841,제 1 기말,451617842,6,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 2 기 1분기말,46546438921,제 1 기말,43435590783,7,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,dart_OtherCurrentAssets,기타유동자산,-,제 2 기 1분기말,24445976495,제 1 기말,34383201323,8,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 2 기 1분기말,323623624182,제 1 기말,263648710535,9,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 2 기 1분기말,270784129559,제 1 기말,212154531468,10,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 2 기 1분기말,12272015789,제 1 기말,9683082196,11,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 2 기 1분기말,5175365600,제 1 기말,5175365600,12,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,-표준계정코드 미사용-,장기기타채권,-,제 2 기 1분기말,594836496,제 1 기말,629597702,13,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,dart_LongTermDepositsProvidedGross,장기보증금자산,-,제 2 기 1분기말,2452887584,제 1 기말,2336744631,14,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 2 기 1분기말,28290939898,제 1 기말,28949964282,15,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,dart_OtherNonCurrentAssets,기타비유동자산,-,제 2 기 1분기말,4053449256,제 1 기말,4719424656,16,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 2 기 1분기말,519950002493,제 1 기말,494200175438,17,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 2 기 1분기말,168306215991,제 1 기말,184007280616,19,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,dart_ShortTermTradePayables,매입채무,-,제 2 기 1분기말,31152128908,제 1 기말,37283341630,20,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,-표준계정코드 미사용-,기타채무,-,제 2 기 1분기말,40414357943,제 1 기말,50187560960,21,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,ifrs-full_ShorttermBorrowings,단기차입금,-,제 2 기 1분기말,46635282815,제 1 기말,45110254174,22,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,ifrs-full_CurrentPortionOfLongtermBorrowings,유동성장기차입금,-,제 2 기 1분기말,42225509557,제 1 기말,43364503048,23,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,dart_CurrentDerivativeLiabilities,유동파생상품부채,-,제 2 기 1분기말,443376307,제 1 기말,2377756627,24,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,ifrs-full_CurrentTaxLiabilities,당기법인세부채,-,제 2 기 1분기말,4373860667,제 1 기말,5296223245,25,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,dart_OtherCurrentLiabilities,기타유동부채,-,제 2 기 1분기말,3061699794,제 1 기말,387640932,26,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,ifrs-full_NoncurrentLiabilities,비유동부채,-,제 2 기 1분기말,198590513320,제 1 기말,169560785857,27,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,dart_LongTermBorrowingsGross,장기차입금,-,제 2 기 1분기말,122914607576,제 1 기말,95258327367,28,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,dart_PostemploymentBenefitObligations,퇴직급여부채,-,제 2 기 1분기말,5206992711,제 1 기말,4666299285,29,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,-표준계정코드 미사용-,장기기타채무,-,제 2 기 1분기말,6506562888,제 1 기말,7118083245,30,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,ifrs-full_NoncurrentProvisions,비유동충당부채,-,제 2 기 1분기말,1182872593,제 1 기말,938083408,31,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,ifrs-full_DeferredTaxLiabilities,이연법인세부채,-,제 2 기 1분기말,1374392552,제 1 기말,1374392552,32,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,dart_OtherNonCurrentLiabilities,기타비유동부채,-,제 2 기 1분기말,61405085000,제 1 기말,60205600000,33,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,ifrs-full_Liabilities,부채총계,-,제 2 기 1분기말,366896729311,제 1 기말,353568066473,34,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업의 소유주에게 귀속되는 자본,-,제 2 기 1분기말,153053273182,제 1 기말,140632108965,36,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 2 기 1분기말,3960220800,제 1 기말,3960220800,37,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,dart_CapitalSurplus,자본잉여금,-,제 2 기 1분기말,127293752427,제 1 기말,127293752427,38,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,기타자본항목,-,제 2 기 1분기말,-36713243,제 1 기말,-36713243,39,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,dart_OtherComprehensiveIncomeLossAccumulatedAmount,기타포괄손익누계액,-,제 2 기 1분기말,12095027305,제 1 기말,5087849112,40,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금(결손금),-,제 2 기 1분기말,9740985893,제 1 기말,4326999869,41,KRW,,연결
20200527000554,11013,2020,01412822,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 2 기 1분기말,153053273182,제 1 기말,140632108965,42,KRW,,연결
