날짜,시가,고가,저가,종가,거래량,등락률
2024-04-01,5750,6200,5700,6020,176270,2.2071307300509337
2024-04-02,5960,6350,5740,5820,204128,-3.322259136212625
2024-04-03,5660,5750,5450,5470,99114,-6.013745704467354
2024-04-04,5650,5770,5500,5620,85840,2.742230347349177
2024-04-05,5510,5780,5330,5420,56123,-3.558718861209965
2024-04-08,5300,5360,5180,5340,14989,-1.4760147601476015
2024-04-09,5340,6940,5190,6940,764007,29.962546816479403
2024-04-11,7340,8030,6030,6300,2484479,-9.221902017291066
2024-04-12,6850,7500,6370,6430,907084,2.0634920634920633
2024-04-15,6220,6430,6060,6240,119645,-2.9548989113530326
2024-04-16,6280,7460,6150,6590,845889,5.6089743589743595
2024-04-17,6590,8200,6440,7250,1198835,10.015174506828528
2024-04-18,6990,7940,6980,7060,621274,-2.6206896551724137
2024-04-19,6910,7150,6670,6930,181102,-1.8413597733711047
2024-04-22,6900,7490,6780,7010,152119,1.1544011544011543
2024-04-23,6940,7210,6860,6860,65401,-2.1398002853067046
2024-04-24,6980,8380,6980,7600,1214836,10.787172011661808
2024-04-25,7470,7550,7200,7200,138865,-5.263157894736842
2024-04-26,7210,7460,7200,7250,86301,0.6944444444444444
2024-04-29,7340,7640,7270,7530,75204,3.8620689655172415
2024-04-30,7530,7590,7080,7100,62986,-5.710491367861885
