날짜,시가,고가,저가,종가,거래량,등락률
2024-11-01,5980,6090,5970,6090,2677,0.1644736842105263
2024-11-04,6000,6070,5900,6070,1833,-0.3284072249589491
2024-11-05,5980,6090,5950,6060,1988,-0.16474464579901155
2024-11-06,6070,6120,5960,6050,1993,-0.16501650165016502
2024-11-07,6000,6050,5920,5930,3003,-1.9834710743801653
2024-11-08,5870,5980,5800,5910,2171,-0.33726812816188867
2024-11-11,5910,5990,5730,5830,4125,-1.353637901861252
2024-11-12,5760,5780,5380,5620,14005,-3.6020583190394513
2024-11-13,5600,5690,5050,5140,45178,-8.540925266903916
2024-11-14,5140,5140,4800,4805,15544,-6.51750972762646
2024-11-15,4855,4925,4545,4925,9317,2.497398543184183
2024-11-18,4925,5020,4840,4920,1039,-0.10152284263959391
2024-11-19,4930,4980,4850,4980,2351,1.2195121951219512
2024-11-20,4975,4995,4825,4825,2502,-3.1124497991967868
2024-11-21,4705,4820,4510,4730,6415,-1.9689119170984457
2024-11-22,4585,4810,4585,4810,659,1.6913319238900635
2024-11-25,4810,5080,4805,4850,3714,0.8316008316008316
2024-11-26,4900,5040,4900,5040,4013,3.917525773195876
2024-11-27,4990,5050,4825,5040,6261,0.0
2024-11-28,4935,4990,4800,4890,8032,-2.976190476190476
2024-11-29,4890,4895,4730,4775,1763,-2.3517382413087935
