날짜,시가,고가,저가,종가,거래량,등락률
2024-12-02,5280,5290,4980,5180,15174,-2.0793950850661624
2024-12-03,5120,5210,5010,5140,6746,-0.7722007722007722
2024-12-04,4930,5080,4905,5000,20956,-2.7237354085603114
2024-12-05,4910,4980,4900,4900,5011,-2.0
2024-12-06,4900,5100,4650,4990,7881,1.8367346938775513
2024-12-09,4790,4960,4680,4690,22317,-6.012024048096192
2024-12-10,4685,4900,4615,4815,13126,2.6652452025586353
2024-12-11,4835,4900,4760,4760,13962,-1.142263759086189
2024-12-12,4805,5040,4770,5000,8266,5.042016806722689
2024-12-13,5030,5130,4905,4950,3254,-1.0
2024-12-16,5040,5220,5020,5120,5372,3.4343434343434343
2024-12-17,5140,5200,5050,5090,3334,-0.5859375
2024-12-18,5060,5140,4830,5030,17600,-1.1787819253438114
2024-12-19,5030,5060,4945,5000,5136,-0.5964214711729622
2024-12-20,5000,5130,4975,4995,6738,-0.1
2024-12-23,4985,5190,4955,4955,8794,-0.8008008008008007
2024-12-24,5000,5040,4930,4950,4994,-0.10090817356205853
2024-12-26,4950,4950,4800,4800,7569,-3.0303030303030303
2024-12-27,4795,4815,4650,4795,9067,-0.10416666666666667
2024-12-30,4770,4825,4750,4800,2740,0.10427528675703858
