rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,연결구분
20240516000429,11013,2024,00130684,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 42 기 1분기말,1864401180121,제 41 기말,1777219780282,7,KRW,,,,,연결
20240516000429,11013,2024,00130684,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 42 기 1분기말,1101658833369,제 41 기말,1011629402471,8,KRW,,,,,연결
20240516000429,11013,2024,00130684,BS,재무상태표,-표준계정코드 미사용-,매각예정비유동자산,-,제 42 기 1분기말,664866480,제 41 기말,708543840,9,KRW,,,,,연결
20240516000429,11013,2024,00130684,BS,재무상태표,-표준계정코드 미사용-,기타유동비금융자산,-,제 42 기 1분기말,1734293025,제 41 기말,4024691228,10,KRW,,,,,연결
20240516000429,11013,2024,00130684,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금 및 현금성자산,-,제 42 기 1분기말,27619985032,제 41 기말,29350112230,11,KRW,,,,,연결
20240516000429,11013,2024,00130684,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 42 기 1분기말,550242127,제 41 기말,62730943,12,KRW,,,,,연결
20240516000429,11013,2024,00130684,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 42 기 1분기말,1718158593,제 41 기말,1638855801,13,KRW,,,,,연결
20240516000429,11013,2024,00130684,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타유동금융자산,-,제 42 기 1분기말,772138494390,제 41 기말,609030321910,14,KRW,,,,,연결
20240516000429,11013,2024,00130684,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권 및 기타채권,-,제 42 기 1분기말,297232793722,제 41 기말,366814146519,15,KRW,,,,,연결
20240516000429,11013,2024,00130684,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 42 기 1분기말,762742346752,제 41 기말,765590377811,16,KRW,,,,,연결
20240516000429,11013,2024,00130684,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,매출채권 및 기타채권,-,제 42 기 1분기말,5006080100,제 41 기말,5006080100,17,KRW,,,,,연결
20240516000429,11013,2024,00130684,BS,재무상태표,-표준계정코드 미사용-,기타비유동비금융자산,-,제 42 기 1분기말,6342470634,제 41 기말,6236956573,18,KRW,,,,,연결
20240516000429,11013,2024,00130684,BS,재무상태표,-표준계정코드 미사용-,사용권자산,-,제 42 기 1분기말,47110734125,제 41 기말,47750996301,19,KRW,,,,,연결
20240516000429,11013,2024,00130684,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 42 기 1분기말,5822782199,제 41 기말,6476875944,20,KRW,,,,,연결
20240516000429,11013,2024,00130684,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 42 기 1분기말,131596398309,제 41 기말,130972386940,21,KRW,,,,,연결
20240516000429,11013,2024,00130684,BS,재무상태표,ifrs-full_InvestmentsInAssociates,관계기업투자주식,-,제 42 기 1분기말,3813679751,제 41 기말,3870184569,22,KRW,,,,,연결
20240516000429,11013,2024,00130684,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,기타비유동금융자산,-,제 42 기 1분기말,5620918412,제 41 기말,5546793653,23,KRW,,,,,연결
20240516000429,11013,2024,00130684,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 42 기 1분기말,557429283222,제 41 기말,559730103731,24,KRW,,,,,연결
20240516000429,11013,2024,00130684,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 42 기 1분기말,1087955060806,제 41 기말,1067796743185,26,KRW,,,,,연결
20240516000429,11013,2024,00130684,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업의 소유주에게 귀속되는 자본,-,제 42 기 1분기말,1082405063562,제 41 기말,1061925120032,27,KRW,,,,,연결
