날짜,시가,고가,저가,종가,거래량,등락률
2024-12-02,28200,28200,27300,27950,1575,-0.5338078291814947
2024-12-03,27550,27900,26950,27900,3746,-0.17889087656529518
2024-12-04,28000,28000,27300,27300,809,-2.1505376344086025
2024-12-05,27500,28000,26950,27600,892,1.098901098901099
2024-12-06,27050,27550,27050,27350,277,-0.9057971014492754
2024-12-09,27400,27400,26550,26900,660,-1.6453382084095063
2024-12-10,26600,28200,26150,27000,286,0.37174721189591076
2024-12-11,27200,27200,26550,27000,538,0.0
2024-12-12,27000,27100,26500,27050,1186,0.1851851851851852
2024-12-13,27050,27250,26750,27250,1268,0.7393715341959335
2024-12-16,27250,27500,26950,27000,354,-0.9174311926605505
2024-12-17,27200,28300,26900,27800,4157,2.9629629629629632
2024-12-18,28050,28050,27050,27650,967,-0.539568345323741
2024-12-19,27600,27600,27200,27400,268,-0.9041591320072333
2024-12-20,27550,27550,26500,26800,1021,-2.18978102189781
2024-12-23,26900,27150,26700,27150,690,1.3059701492537312
2024-12-24,27150,27150,26650,26850,9431,-1.1049723756906076
2024-12-26,27000,27000,26400,26700,3288,-0.5586592178770949
2024-12-27,26500,26700,26450,26700,232,0.0
2024-12-30,26700,26800,26600,26750,235,0.18726591760299627
