Date,PCE
2021-01-01,15081.5
2021-02-01,14984.4
2021-03-01,15712.4
2021-04-01,15915.0
2021-05-01,15950.5
2021-06-01,16183.6
2021-07-01,16223.5
2021-08-01,16390.6
2021-09-01,16477.5
2021-10-01,16694.0
2021-11-01,16849.0
2021-12-01,16905.5
