rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,연결구분
20240813000684,11012,2024,00148993,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 110 기 반기말,4011655879396,제 109 기말,3979751148746,7,KRW,,,,,연결
20240813000684,11012,2024,00148993,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 110 기 반기말,1106931515145,제 109 기말,1085052800898,8,KRW,,,,,연결
20240813000684,11012,2024,00148993,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 110 기 반기말,193776115593,제 109 기말,275498272517,9,KRW,,,,,연결
20240813000684,11012,2024,00148993,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 110 기 반기말,542909427,제 109 기말,438450140,10,KRW,,,,,연결
20240813000684,11012,2024,00148993,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 110 기 반기말,292070562464,제 109 기말,269435227143,11,KRW,,,,,연결
20240813000684,11012,2024,00148993,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 110 기 반기말,93656119393,제 109 기말,82242603233,12,KRW,,,,,연결
20240813000684,11012,2024,00148993,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타금융자산,-,제 110 기 반기말,101570785619,제 109 기말,75957813165,13,KRW,,,,,연결
20240813000684,11012,2024,00148993,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권 및 기타채권,-,제 110 기 반기말,425315022649,제 109 기말,381480434700,14,KRW,,,,,연결
20240813000684,11012,2024,00148993,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 110 기 반기말,2904724364251,제 109 기말,2894698347848,15,KRW,,,,,연결
20240813000684,11012,2024,00148993,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,매출채권 및 기타채권,-,제 110 기 반기말,13811640245,제 109 기말,16588673810,16,KRW,,,,,연결
20240813000684,11012,2024,00148993,BS,재무상태표,-표준계정코드 미사용-,관계기업및공동기업투자,-,제 110 기 반기말,8067007274,제 109 기말,8328470360,17,KRW,,,,,연결
20240813000684,11012,2024,00148993,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 110 기 반기말,32150396696,제 109 기말,35592761817,18,KRW,,,,,연결
20240813000684,11012,2024,00148993,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 110 기 반기말,708358731613,제 109 기말,709339567755,19,KRW,,,,,연결
20240813000684,11012,2024,00148993,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 110 기 반기말,56974182829,제 109 기말,59314267708,20,KRW,,,,,연결
20240813000684,11012,2024,00148993,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,당기손익-공정가치측정금융자산,-,제 110 기 반기말,18626618910,제 109 기말,19229880011,21,KRW,,,,,연결
20240813000684,11012,2024,00148993,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치측정금융자산,-,제 110 기 반기말,2937564487,제 109 기말,2967657078,22,KRW,,,,,연결
20240813000684,11012,2024,00148993,BS,재무상태표,ifrs-full_OtherNoncurrentAssets,기타비유동자산,-,제 110 기 반기말,0,제 109 기말,142977,23,KRW,,,,,연결
20240813000684,11012,2024,00148993,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,기타금융자산,-,제 110 기 반기말,33012540059,제 109 기말,30755214762,24,KRW,,,,,연결
20240813000684,11012,2024,00148993,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 110 기 반기말,1952573811007,제 109 기말,1938661762480,25,KRW,,,,,연결
20240813000684,11012,2024,00148993,BS,재무상태표,ifrs-full_RightofuseAssets,사용권자산,-,제 110 기 반기말,78211871131,제 109 기말,73919949090,26,KRW,,,,,연결
20240813000684,11012,2024,00148993,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 110 기 반기말,1130593775793,제 109 기말,1105136518377,28,KRW,,,,,연결
20240813000684,11012,2024,00148993,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업의 소유주에게 귀속되는 자본,-,제 110 기 반기말,550228185429,제 109 기말,529058385248,29,KRW,,,,,연결
