날짜,시가,고가,저가,종가,거래량,등락률
2024-02-01,37250,41950,37200,38050,36587,2.699055330634278
2024-02-02,38000,38000,36500,37450,3394,-1.5768725361366622
2024-02-05,37900,37900,36500,37150,1260,-0.801068090787717
2024-02-06,37250,37250,35800,36600,871,-1.4804845222072678
2024-02-07,37100,37650,36300,37650,1206,2.8688524590163933
2024-02-08,37700,37950,37100,37400,1193,-0.6640106241699867
2024-02-13,37350,37700,36500,37300,599,-0.267379679144385
2024-02-14,37400,37400,36050,36050,967,-3.351206434316354
2024-02-15,36150,36650,35750,35750,477,-0.8321775312066574
2024-02-16,35800,38100,35800,36750,618,2.797202797202797
2024-02-19,37000,38100,36700,36700,1519,-0.13605442176870747
2024-02-20,36850,37450,36500,37050,718,0.9536784741144414
2024-02-21,36500,37400,36500,37100,214,0.1349527665317139
2024-02-22,37000,38100,36500,37100,582,0.0
2024-02-23,37800,37800,36350,37200,326,0.2695417789757413
2024-02-26,37150,37150,36450,37000,145,-0.5376344086021506
2024-02-27,37000,37000,36250,36650,315,-0.945945945945946
2024-02-28,36650,36650,36250,36650,258,0.0
2024-02-29,36550,37850,36300,37200,556,1.5006821282401093
