투자자구분,매도,매수,순매수
금융투자,44894231200,99145971000,54251739800
보험,17463170400,3361781000,-14101389400
투신,7405766500,12336634900,4930868400
사모,8568240700,6287669200,-2280571500
은행,160340400,848809300,688468900
기타금융,128009100,581428900,453419800
연기금 등,559873270800,543108389600,-16764881200
기관합계,638493029100,665670683900,27177654800
기타법인,2494710300,3514653000,1019942700
개인,242110107200,242094784100,-15323100
외국인,343414217392,315140237992,-28273979400
기타외국인,637164600,728869600,91705000
전체,1227149228592,1227149228592,0
