투자자구분,매도,매수,순매수
금융투자,440011110800,137718183000,-302292927800
보험,7485731700,7360014400,-125717300
투신,22280362500,14657234900,-7623127600
사모,15937282300,14117813900,-1819468400
은행,2329342700,4037415100,1708072400
기타금융,202546300,3842229200,3639682900
연기금 등,823256238500,787029058400,-36227180100
기관합계,1311502614800,968761948900,-342740665900
기타법인,3878889700,8747698100,4868808400
개인,293774544500,676430530500,382655986000
외국인,754647355314,710292730914,-44354624400
기타외국인,2486113300,2056609200,-429504100
전체,2366289517614,2366289517614,0
