투자자구분,매도,매수,순매수
금융투자,167270666400,114961795000,-52308871400
보험,4553527000,4834803800,281276800
투신,10413726800,13816160500,3402433700
사모,3871483300,15974407500,12102924200
은행,333521900,1385046800,1051524900
기타금융,62698800,911560000,848861200
연기금 등,549558086400,564813608000,15255521600
기관합계,736063710600,716697381600,-19366329000
기타법인,4346688300,2811196700,-1535491600
개인,226423562500,244136662300,17713099800
외국인,382455659972,385533387272,3077727300
기타외국인,361649200,472642700,110993500
전체,1349651270572,1349651270572,0
