투자자구분,매도,매수,순매수
금융투자,101291063700,42232810500,-59058253200
보험,2746586500,2357044400,-389542100
투신,4645446700,8018116900,3372670200
사모,10079479400,6451988000,-3627491400
은행,996464100,335911400,-660552700
기타금융,977459900,145102000,-832357900
연기금 등,318129332400,317539505200,-589827200
기관합계,438865832700,377080478400,-61785354300
기타법인,8511388200,2885903200,-5625485000
개인,114400906100,171745315100,57344409000
외국인,215515139300,226365410900,10850271600
기타외국인,1257567800,473726500,-783841300
전체,778550834100,778550834100,0
