투자자구분,매도,매수,순매수
금융투자,101032063800,61604517600,-39427546200
보험,6513920500,363617800,-6150302700
투신,12635729900,2856098700,-9779631200
사모,3010366300,706723800,-2303642500
은행,0,575349100,575349100
기타금융,49523700,493123700,443600000
연기금 등,257431444400,217262147500,-40169296900
기관합계,380673048600,283861578200,-96811470400
기타법인,1696085300,5358317200,3662231900
개인,103953392100,295823378100,191869986000
외국인,360412763450,260773462850,-99639300600
기타외국인,180972700,1099525800,918553100
전체,846916262150,846916262150,0
