투자자구분,매도,매수,순매수
금융투자,259849526800,60823941300,-199025585500
보험,9126729700,6660110900,-2466618800
투신,32844482100,26644028600,-6200453500
사모,7440403300,8801895000,1361491700
은행,401845800,2265878300,1864032500
기타금융,304860300,178377800,-126482500
연기금 등,945368396400,880539335500,-64829060900
기관합계,1255336244400,985913567400,-269422677000
기타법인,6791969000,5824007100,-967961900
개인,367370270400,411329947400,43959677000
외국인,555790388500,781404925600,225614537100
기타외국인,646212700,1462637500,816424800
전체,2185935085000,2185935085000,0
