투자자구분,매도,매수,순매수
금융투자,183623902700,171459297600,-12164605100
보험,5128594800,12357788800,7229194000
투신,45656516500,21610866000,-24045650500
사모,13608088700,3582252800,-10025835900
은행,473831200,2308547300,1834716100
기타금융,124750800,44569800,-80181000
연기금 등,501656877000,434194738900,-67462138100
기관합계,750272561700,645558061200,-104714500500
기타법인,1591960000,6035819100,4443859100
개인,172476040400,469461730300,296985689900
외국인,434928591428,236669677728,-198258913700
기타외국인,381785000,1925650200,1543865200
전체,1359650938528,1359650938528,0
