투자자구분,매도,매수,순매수
금융투자,114278424700,118441012700,4162588000
보험,3803013400,6194820400,2391807000
투신,24105870200,28716875300,4611005100
사모,8027735100,15245688500,7217953400
은행,586322200,1513037800,926715600
기타금융,517224300,2500276800,1983052500
연기금 등,642429507400,715696098800,73266591400
기관합계,793748097300,888307810300,94559713000
기타법인,10742731400,4635513000,-6107218400
개인,394605283000,220015634800,-174589648200
외국인,465014772709,551786795309,86772022600
기타외국인,1089878200,455009200,-634869000
전체,1665200762609,1665200762609,0
