투자자구분,매도,매수,순매수
금융투자,31300796500,54564222100,23263425600
보험,4556695300,563266100,-3993429200
투신,5961788400,11141028700,5179240300
사모,8625442500,498940800,-8126501700
은행,4294153100,730839700,-3563313400
기타금융,255619300,24239200,-231380100
연기금 등,128732710900,111883699900,-16849011000
기관합계,183727206000,179406236500,-4320969500
기타법인,581352200,1813149300,1231797100
개인,80547276900,162100512200,81553235300
외국인,123537331900,44862545000,-78674786900
기타외국인,144551000,355275000,210724000
전체,388537718000,388537718000,0
