투자자구분,매도,매수,순매수
금융투자,112712308100,42988707300,-69723600800
보험,2625378500,3888505400,1263126900
투신,24184658200,15108275200,-9076383000
사모,1267234300,16211586300,14944352000
은행,0,687497800,687497800
기타금융,52763700,2335784100,2283020400
연기금 등,309117161600,289534765900,-19582395700
기관합계,449959504400,370755122000,-79204382400
기타법인,3027594000,1417914900,-1609679100
개인,161024910400,143935529900,-17089380500
외국인,139013147600,236928028800,97914881200
기타외국인,426771600,415332400,-11439200
전체,753451928000,753451928000,0
