투자자구분,매도,매수,순매수
금융투자,200604292100,93260646600,-107343645500
보험,7414564900,6752731500,-661833400
투신,29020168100,25560772400,-3459395700
사모,25447544500,25863703800,416159300
은행,136500700,1544897500,1408396800
기타금융,1887665000,3187023900,1299358900
연기금 등,593080809300,585084300900,-7996508400
기관합계,857591544600,741254076600,-116337468000
기타법인,6024181000,8389666900,2365485900
개인,268427633600,378626256300,110198622700
외국인,462370457844,465519119944,3148662100
기타외국인,793175800,1417873100,624697300
전체,1595206992844,1595206992844,0
