투자자구분,매도,매수,순매수
금융투자,150946869900,88343634000,-62603235900
보험,3098103400,5814133800,2716030400
투신,18445433200,28158708900,9713275700
사모,4498430400,15599311400,11100881000
은행,601948400,2343694600,1741746200
기타금융,115472000,1156429600,1040957600
연기금 등,465850167200,537210146600,71359979400
기관합계,643556424500,678626058900,35069634400
기타법인,6960824600,2977591000,-3983233600
개인,345707184800,287692343400,-58014841400
외국인,501565890109,528984949509,27419059400
기타외국인,1122297800,631679000,-490618800
전체,1498912621809,1498912621809,0
