rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,연결구분,bfefrmtrm_nm,bfefrmtrm_amount
20221111000038,11014,2022,00104722,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 65 기 3분기말,53097306427,제 64 기말,48197308387,1,KRW,,,,,연결,,
20221111000038,11014,2022,00104722,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 65 기 3분기말,9887699367,제 64 기말,7866062183,2,KRW,,,,,연결,,
20221111000038,11014,2022,00104722,BS,재무상태표,dart_ShortTermTradeReceivable,매출채권,-,제 65 기 3분기말,18422528376,제 64 기말,20652657728,3,KRW,,,,,연결,,
20221111000038,11014,2022,00104722,BS,재무상태표,-표준계정코드 미사용-,기타수취채권,-,제 65 기 3분기말,1486996620,제 64 기말,2833644225,4,KRW,,,,,연결,,
20221111000038,11014,2022,00104722,BS,재무상태표,ifrs-full_CurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,당기손익-공정가치 금융자산,-,제 65 기 3분기말,20569500,제 64 기말,36909000,5,KRW,,,,,연결,,
20221111000038,11014,2022,00104722,BS,재무상태표,dart_OtherCurrentAssets,기타유동자산,-,제 65 기 3분기말,635418155,제 64 기말,267629139,6,KRW,,,,,연결,,
20221111000038,11014,2022,00104722,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 65 기 3분기말,22644094409,제 64 기말,16540406112,7,KRW,,,,,연결,,
20221111000038,11014,2022,00104722,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 65 기 3분기말,89601378204,제 64 기말,91585738297,8,KRW,,,,,연결,,
20221111000038,11014,2022,00104722,BS,재무상태표,-표준계정코드 미사용-,기타수취채권,-,제 65 기 3분기말,1111112632,제 64 기말,976650632,9,KRW,,,,,연결,,
20221111000038,11014,2022,00104722,BS,재무상태표,ifrs-full_NoncurrentInvestmentsInEquityInstrumentsDesignatedAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치 금융자산,-,제 65 기 3분기말,3311111539,제 64 기말,1263674603,10,KRW,,,,,연결,,
20221111000038,11014,2022,00104722,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,당기손익-공정가치 금융자산,-,제 65 기 3분기말,740000000,제 64 기말,740000000,11,KRW,,,,,연결,,
20221111000038,11014,2022,00104722,BS,재무상태표,ifrs-full_InvestmentsInAssociates,관계기업에 대한 투자자산,-,제 65 기 3분기말,0,제 64 기말,1936871377,12,KRW,,,,,연결,,
20221111000038,11014,2022,00104722,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 65 기 3분기말,77834892957,제 64 기말,80044733529,13,KRW,,,,,연결,,
