rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,연결구분,bfefrmtrm_nm,bfefrmtrm_amount
20220607000293,11013,2022,00120526,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 53 기 1분기말,6234350339542,제 52 기말,7000185490914,1,KRW,,,,,연결,,
20220607000293,11013,2022,00120526,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 53 기 1분기말,2250251839517,제 52 기말,2398788978689,2,KRW,,,,,연결,,
20220607000293,11013,2022,00120526,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,-,제 53 기 1분기말,595307369160,제 52 기말,625501297125,3,KRW,,,,,연결,,
20220607000293,11013,2022,00120526,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타금융자산,-,제 53 기 1분기말,1259827106909,제 52 기말,2074555177483,4,KRW,,,,,연결,,
20220607000293,11013,2022,00120526,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 53 기 1분기말,1586748407769,제 52 기말,1395280189965,5,KRW,,,,,연결,,
20220607000293,11013,2022,00120526,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 53 기 1분기말,142392314495,제 52 기말,146636380573,6,KRW,,,,,연결,,
20220607000293,11013,2022,00120526,BS,재무상태표,dart_OtherCurrentAssets,기타비금융자산,-,제 53 기 1분기말,127780183208,제 52 기말,106683605060,7,KRW,,,,,연결,,
20220607000293,11013,2022,00120526,BS,재무상태표,ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,매각예정자산,-,제 53 기 1분기말,272043118484,제 52 기말,252739862019,8,KRW,,,,,연결,,
20220607000293,11013,2022,00120526,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 53 기 1분기말,26443240567688,제 52 기말,26426348328088,9,KRW,,,,,연결,,
20220607000293,11013,2022,00120526,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,매출채권및기타채권,-,제 53 기 1분기말,96739868215,제 52 기말,95664385002,10,KRW,,,,,연결,,
20220607000293,11013,2022,00120526,BS,재무상태표,ifrs-full_InvestmentAccountedForUsingEquityMethod,관계기업및공동기업투자,-,제 53 기 1분기말,1647173485521,제 52 기말,991462117628,11,KRW,,,,,연결,,
20220607000293,11013,2022,00120526,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,기타금융자산,-,제 53 기 1분기말,1957810074232,제 52 기말,2381304885731,12,KRW,,,,,연결,,
20220607000293,11013,2022,00120526,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 53 기 1분기말,14583653980387,제 52 기말,14578526259318,13,KRW,,,,,연결,,
20220607000293,11013,2022,00120526,BS,재무상태표,ifrs-full_RightofuseAssets,사용권자산,-,제 53 기 1분기말,4599830914390,제 52 기말,4700201180942,14,KRW,,,,,연결,,
20220607000293,11013,2022,00120526,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 53 기 1분기말,1717769548877,제 52 기말,1766203032622,15,KRW,,,,,연결,,
20220607000293,11013,2022,00120526,BS,재무상태표,dart_GoodwillGross,영업권,-,제 53 기 1분기말,1186467735816,제 52 기말,1185880115730,16,KRW,,,,,연결,,
20220607000293,11013,2022,00120526,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 53 기 1분기말,324619075310,제 52 기말,333921531788,17,KRW,,,,,연결,,
20220607000293,11013,2022,00120526,BS,재무상태표,-표준계정코드 미사용-,확정급여자산,-,제 53 기 1분기말,85444547850,제 52 기말,121737667756,18,KRW,,,,,연결,,
20220607000293,11013,2022,00120526,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 53 기 1분기말,73483559907,제 52 기말,87495656414,19,KRW,,,,,연결,,
20220607000293,11013,2022,00120526,BS,재무상태표,dart_OtherNonCurrentAssets,기타비금융자산,-,제 53 기 1분기말,170247777183,제 52 기말,183951495157,20,KRW,,,,,연결,,
20220607000293,11013,2022,00120526,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 53 기 1분기말,32677590907230,제 52 기말,33426533819002,21,KRW,,,,,연결,,
20220607000293,11013,2022,00120526,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 53 기 1분기말,9787942484338,제 52 기말,8994249448657,23,KRW,,,,,연결,,
20220607000293,11013,2022,00120526,BS,재무상태표,ifrs-full_ShorttermBorrowings,차입금및사채,-,제 53 기 1분기말,4408396485287,제 52 기말,3564742247058,24,KRW,,,,,연결,,
20220607000293,11013,2022,00120526,BS,재무상태표,ifrs-full_TradeAndOtherCurrentPayables,매입채무및기타채무,-,제 53 기 1분기말,2474661816428,제 52 기말,2419870120532,25,KRW,,,,,연결,,
20220607000293,11013,2022,00120526,BS,재무상태표,ifrs-full_OtherCurrentFinancialLiabilities,기타금융부채,-,제 53 기 1분기말,384680411801,제 52 기말,453558227545,26,KRW,,,,,연결,,
20220607000293,11013,2022,00120526,BS,재무상태표,ifrs-full_CurrentLeaseLiabilities,리스부채,-,제 53 기 1분기말,634844977447,제 52 기말,628014113358,27,KRW,,,,,연결,,
20220607000293,11013,2022,00120526,BS,재무상태표,ifrs-full_CurrentTaxLiabilities,당기법인세부채,-,제 53 기 1분기말,73053760565,제 52 기말,120115902197,28,KRW,,,,,연결,,
20220607000293,11013,2022,00120526,BS,재무상태표,dart_ShortTermIncomeReceivedInAdvance,선수수익,-,제 53 기 1분기말,187006037993,제 52 기말,183830692892,29,KRW,,,,,연결,,
