날짜,시가,고가,저가,종가,거래량,등락률
2020-07-01,11990,12133,10895,11039,273032,-6.828156650911546
2020-07-02,10991,13417,9896,11848,2416600,7.328562369779871
2020-07-03,11609,12180,11038,11467,455775,-3.215732613099257
2020-07-06,11752,12846,11229,11990,477846,4.560913926920729
2020-07-07,12180,12323,11514,11800,297758,-1.58465387823186
2020-07-08,11800,11990,11371,11800,315524,0.0
2020-07-09,12370,13560,12085,12894,1427491,9.271186440677965
2020-07-10,13417,14131,12846,13275,1423938,2.9548627268496976
2020-07-13,13893,16462,13417,14845,4635860,11.82674199623352
2020-07-14,15511,15891,12608,13275,1746574,-10.575951498821153
2020-07-15,13227,14464,12370,13132,1020511,-1.0772128060263655
2020-07-16,13179,13560,12608,12894,287616,-1.812366737739872
2020-07-17,12894,13037,12418,12799,274064,-0.7367767954087172
2020-07-20,12751,13037,12466,12704,242596,-0.7422454879287445
2020-07-21,12799,13845,12656,13085,716684,2.9990554156171285
2020-07-22,13132,13275,12656,12704,308652,-2.9117309896828427
2020-07-23,12751,12846,12085,12466,332889,-1.8734256926952142
2020-07-24,12466,13417,12133,12514,393746,0.3850473287341569
2020-07-27,12941,14226,12561,12942,1061343,3.4201694102605082
2020-07-28,13132,13274,12608,12894,343467,-0.3708854891052387
2020-07-29,13798,15130,13227,13323,991085,3.32712889716147
2020-07-30,13227,13322,12704,12942,199281,-2.8597162801170906
2020-07-31,12561,13084,12561,12894,169888,-0.3708854891052387
