rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,bfefrmtrm_nm,bfefrmtrm_amount,연결구분
20241114002720,11014,2024,00148540,CF,현금흐름표,ifrs-full_ProceedsFromSalesOfInvestmentsOtherThanInvestmentsAccountedForUsingEquityMethod,종속기업의 처분에 따른 순현금흐름,-,제 72 기 3분기,0,,,37,KRW,,제 71 기 3분기,253733833000,,,,연결
20241114002720,11014,2024,00148540,CF,현금흐름표,ifrs-full_ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,유형자산의 처분,-,제 72 기 3분기,282617430000,,,38,KRW,,제 71 기 3분기,48595613000,,,,연결
20241114002720,11014,2024,00148540,CF,현금흐름표,ifrs-full_PurchaseOfAvailableforsaleFinancialAssets,공정가치금융자산의 취득,-,제 72 기 3분기,47329445000,,,39,KRW,,제 71 기 3분기,142735050000,,,,연결
20241114002720,11014,2024,00148540,CF,현금흐름표,ifrs-full_PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities,무형자산의 취득,-,제 72 기 3분기,987581492000,,,40,KRW,,제 71 기 3분기,1252470683000,,,,연결
20241114002720,11014,2024,00148540,CF,현금흐름표,ifrs-full_PurchaseOfInterestsInInvestmentsAccountedForUsingEquityMethod,공동기업 및 관계기업 투자주식의 취득,-,제 72 기 3분기,14626287000,,,41,KRW,,제 71 기 3분기,23811211000,,,,연결
20241114002720,11014,2024,00148540,CF,현금흐름표,ifrs-full_PurchaseOfInvestmentProperty,투자부동산의 취득,-,제 72 기 3분기,785034000,,,42,KRW,,제 71 기 3분기,1199385000,,,,연결
20241114002720,11014,2024,00148540,CF,현금흐름표,ifrs-full_PurchaseOfInvestmentsOtherThanInvestmentsAccountedForUsingEquityMethod,종속기업 취득 등에 따른 순현금흐름,-,제 72 기 3분기,0,,,43,KRW,,제 71 기 3분기,-5500000000,,,,연결
20241114002720,11014,2024,00148540,CF,현금흐름표,ifrs-full_PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,유형자산의 취득,-,제 72 기 3분기,800690395000,,,44,KRW,,제 71 기 3분기,1023486037000,,,,연결
20241114002720,11014,2024,00148540,CF,현금흐름표,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,-,제 72 기 3분기,3325381813000,,,45,KRW,,제 71 기 3분기,3566118478000,,,,연결
20241114002720,11014,2024,00148540,CF,현금흐름표,ifrs-full_CashFlowsFromUsedInOperations,영업에서 창출된 현금흐름,-,제 72 기 3분기,3660672673000,,,46,KRW,,제 71 기 3분기,3935787671000,,,,연결
20241114002720,11014,2024,00148540,CF,현금흐름표,ifrs-full_IncomeTaxesPaidRefundClassifiedAsOperatingActivities,법인세 부담액,-,제 72 기 3분기,335290860000,,,47,KRW,,제 71 기 3분기,369669193000,,,,연결
20241114002720,11014,2024,00148540,CF,현금흐름표,ifrs-full_EffectOfExchangeRateChangesOnCashAndCashEquivalents,외화표시 현금의 환율변동효과,-,제 72 기 3분기,51745521000,,,48,KRW,,제 71 기 3분기,53813068000,,,,연결
20241114002720,11014,2024,00148540,CF,현금흐름표,ifrs-full_IncreaseDecreaseInCashAndCashEquivalentsBeforeEffectOfExchangeRateChanges,현금및현금성자산의 감소,-,제 72 기 3분기,-747711272000,,,49,KRW,,제 71 기 3분기,-307652603000,,,,연결
20241114002720,11014,2024,00148540,SCE,자본변동표,dart_ChangesInConsolidatedCompanies,사업결합 및 종속기업 처분 관련 비지배지분,자본 [구성요소]|지배기업의 소유주에게 귀속되는 지분 [구성요소]|자본금 [구성요소],제 72 기 3분기,0,,,3,KRW,,제 71 기 3분기,0,,,,연결
20241114002720,11014,2024,00148540,SCE,자본변동표,dart_ChangesInConsolidatedCompanies,사업결합 및 종속기업 처분 관련 비지배지분,자본 [구성요소]|지배기업의 소유주에게 귀속되는 지분 [구성요소]|이익잉여금 [구성요소],제 72 기 3분기,0,,,3,KRW,,제 71 기 3분기,0,,,,연결
20241114002720,11014,2024,00148540,SCE,자본변동표,dart_ChangesInConsolidatedCompanies,사업결합 및 종속기업 처분 관련 비지배지분,자본 [구성요소]|지배기업의 소유주에게 귀속되는 지분 [구성요소]|기타자본항목 [구성요소],제 72 기 3분기,0,,,3,KRW,,제 71 기 3분기,0,,,,연결
20241114002720,11014,2024,00148540,SCE,자본변동표,dart_ChangesInConsolidatedCompanies,사업결합 및 종속기업 처분 관련 비지배지분,연결재무제표 [member],제 72 기 3분기,5176711000,,,3,KRW,,제 71 기 3분기,-61054199000,,,,연결
20241114002720,11014,2024,00148540,SCE,자본변동표,dart_ChangesInConsolidatedCompanies,사업결합 및 종속기업 처분 관련 비지배지분,자본 [구성요소]|비지배지분 [구성요소],제 72 기 3분기,5176711000,,,3,KRW,,제 71 기 3분기,-61054199000,,,,연결
20241114002720,11014,2024,00148540,SCE,자본변동표,dart_ChangesInConsolidatedCompanies,사업결합 및 종속기업 처분 관련 비지배지분,자본 [구성요소]|지배기업의 소유주에게 귀속되는 지분 [구성요소],제 72 기 3분기,0,,,3,KRW,,제 71 기 3분기,0,,,,연결
20241114002720,11014,2024,00148540,SCE,자본변동표,dart_ChangesInConsolidatedCompanies,사업결합 및 종속기업 처분 관련 비지배지분,자본 [구성요소]|지배기업의 소유주에게 귀속되는 지분 [구성요소]|주식발행초과금 [구성요소],제 72 기 3분기,0,,,3,KRW,,제 71 기 3분기,0,,,,연결
20241114002720,11014,2024,00148540,SCE,자본변동표,dart_EquityAtBeginningOfPeriod,기초자본,자본 [구성요소]|지배기업의 소유주에게 귀속되는 지분 [구성요소]|자본금 [구성요소],제 72 기 3분기,179047370000,,,4,KRW,,제 71 기 3분기,179047370000,,,,연결
20241114002720,11014,2024,00148540,SCE,자본변동표,dart_EquityAtBeginningOfPeriod,기초자본,자본 [구성요소]|지배기업의 소유주에게 귀속되는 지분 [구성요소]|이익잉여금 [구성요소],제 72 기 3분기,4062667674000,,,4,KRW,,제 71 기 3분기,3962816952000,,,,연결
20241114002720,11014,2024,00148540,SCE,자본변동표,dart_EquityAtBeginningOfPeriod,기초자본,자본 [구성요소]|지배기업의 소유주에게 귀속되는 지분 [구성요소]|기타자본항목 [구성요소],제 72 기 3분기,279396339000,,,4,KRW,,제 71 기 3분기,48015632000,,,,연결
20241114002720,11014,2024,00148540,SCE,자본변동표,dart_EquityAtBeginningOfPeriod,기초자본,자본 [구성요소]|지배기업의 소유주에게 귀속되는 지분 [구성요소],제 72 기 3분기,5513928899000,,,4,KRW,,제 71 기 3분기,5182697470000,,,,연결
20241114002720,11014,2024,00148540,SCE,자본변동표,dart_EquityAtBeginningOfPeriod,기초자본,자본 [구성요소]|비지배지분 [구성요소],제 72 기 3분기,12378889675000,,,4,KRW,,제 71 기 3분기,12550936018000,,,,연결
20241114002720,11014,2024,00148540,SCE,자본변동표,dart_EquityAtBeginningOfPeriod,기초자본,연결재무제표 [member],제 72 기 3분기,17892818574000,,,4,KRW,,제 71 기 3분기,17733633488000,,,,연결
20241114002720,11014,2024,00148540,SCE,자본변동표,dart_EquityAtBeginningOfPeriod,기초자본,자본 [구성요소]|지배기업의 소유주에게 귀속되는 지분 [구성요소]|주식발행초과금 [구성요소],제 72 기 3분기,992817516000,,,4,KRW,,제 71 기 3분기,992817516000,,,,연결
20241114002720,11014,2024,00148540,SCE,자본변동표,dart_IssueOfHybridBond,신종자본증권발행,연결재무제표 [member],제 72 기 3분기,390000000000,,,5,KRW,,제 71 기 3분기,0,,,,연결
20241114002720,11014,2024,00148540,SCE,자본변동표,dart_IssueOfHybridBond,신종자본증권발행,자본 [구성요소]|비지배지분 [구성요소],제 72 기 3분기,390000000000,,,5,KRW,,제 71 기 3분기,0,,,,연결
20241114002720,11014,2024,00148540,SCE,자본변동표,dart_IssueOfHybridBond,신종자본증권발행,자본 [구성요소]|지배기업의 소유주에게 귀속되는 지분 [구성요소],제 72 기 3분기,0,,,5,KRW,,제 71 기 3분기,0,,,,연결
