news_title,news_category,news_date
코로나 재확산 리스크에도 한은이 금리 올린 4가지 이유,경제·금융경제동향,2021.08.26
"[SEN마감시황]코스피, 기준금리 인상 소식에 하락 마감",증권국내증시,2021.08.26
코로나 확산·대출강화에도…이주열 '매파본색' 드러낼까,경제·금융경제동향,2021.08.22
"""짙어진 S의 공포…양극화에 4%대 성장도 비상""",경제·금융경제동향,2021.08.18
'인플레 공포'에 원화 약세 가속…8월 금리인상 압박 커진다,경제·금융경제동향,2021.08.17
"3중 악재에 환율 한주새 26.9원↑ ...외환당국 1,170원 지키려 안간힘",경제·금융경제동향,2021.08.13
"中 완화적 통화정책, 韓 수출 늘리고 주가 올린다",경제·금융경제동향,2021.08.10
“코로나 변이로 글로벌 긴축 전략 스케줄 교란…신흥국에 위기 경보” [청론직설],오피니언사내칼럼,2021.07.19
[다음주 증시전망]코로나 내성 생긴 코스피...성장률 약발 계속될까,증권국내증시,2021.07.17
'비둘기' 파월·'매' 이주열에 원·달러 환율 7원 하락,경제·금융경제동향,2021.07.15
"[마감시황]한은 ""통화정책 조정 검토""에 外人 순매수...코스닥 연중 최고가",증권국내증시,2021.07.15
"[다음주 증시전망] 코스피, 코로나 4차 대유행 속 美 소비자물가 발표 주목",증권국내증시,2021.07.10
델타변이 공포에…환율·증시까지 휘청,경제·금융경제동향,2021.07.08
‘인플레·델타 변이·연준’…하반기 美경제 3대 변수가 가른다,국제경제·마켓,2021.07.01
