rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,연결구분
20240814002435,11012,2024,00160375,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 50 기 반기말,56346056393,제 49 기말,51748834667,7,KRW,,,,,연결
20240814002435,11012,2024,00160375,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 50 기 반기말,13268461927,제 49 기말,11920811254,8,KRW,,,,,연결
20240814002435,11012,2024,00160375,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 50 기 반기말,806483165,제 49 기말,1284205461,9,KRW,,,,,연결
20240814002435,11012,2024,00160375,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 50 기 반기말,3080546512,제 49 기말,2869923448,10,KRW,,,,,연결
20240814002435,11012,2024,00160375,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 50 기 반기말,187819933,제 49 기말,346301146,11,KRW,,,,,연결
20240814002435,11012,2024,00160375,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권 및 기타채권,-,제 50 기 반기말,9193612317,제 49 기말,7420381199,12,KRW,,,,,연결
20240814002435,11012,2024,00160375,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 50 기 반기말,43077594466,제 49 기말,39828023413,13,KRW,,,,,연결
20240814002435,11012,2024,00160375,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,-,제 50 기 반기말,22979520,제 49 기말,17633800,14,KRW,,,,,연결
20240814002435,11012,2024,00160375,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 50 기 반기말,501054896,제 49 기말,501256690,15,KRW,,,,,연결
20240814002435,11012,2024,00160375,BS,재무상태표,ifrs-full_OtherNoncurrentAssets,기타비유동자산,-,제 50 기 반기말,251368625,제 49 기말,206803336,16,KRW,,,,,연결
20240814002435,11012,2024,00160375,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 50 기 반기말,42302191425,제 49 기말,39102329587,17,KRW,,,,,연결
20240814002435,11012,2024,00160375,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 50 기 반기말,32416999283,제 49 기말,32215828613,19,KRW,,,,,연결
20240814002435,11012,2024,00160375,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업의 소유주에게 귀속되는 자본,-,제 50 기 반기말,32416999283,제 49 기말,32215828613,20,KRW,,,,,연결
20240814002435,11012,2024,00160375,BS,재무상태표,dart_CapitalSurplus,자본잉여금,-,제 50 기 반기말,2429745735,제 49 기말,2429745735,21,KRW,,,,,연결
20240814002435,11012,2024,00160375,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 50 기 반기말,5000000000,제 49 기말,5000000000,22,KRW,,,,,연결
20240814002435,11012,2024,00160375,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금(결손금),-,제 50 기 반기말,24987253548,제 49 기말,24786082878,23,KRW,,,,,연결
20240814002435,11012,2024,00160375,BS,재무상태표,ifrs-full_EquityAndLiabilities,자본과부채총계,-,제 50 기 반기말,56346056393,제 49 기말,51748834667,24,KRW,,,,,연결
20240814002435,11012,2024,00160375,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 50 기 반기말,10341122013,제 49 기말,9205006922,26,KRW,,,,,연결
20240814002435,11012,2024,00160375,BS,재무상태표,ifrs-full_CurrentLeaseLiabilities,유동 리스부채,-,제 50 기 반기말,323066256,제 49 기말,343365301,27,KRW,,,,,연결
20240814002435,11012,2024,00160375,BS,재무상태표,ifrs-full_CurrentPortionOfLongtermBorrowings,유동성장기부채,-,제 50 기 반기말,966200000,제 49 기말,966200000,28,KRW,,,,,연결
20240814002435,11012,2024,00160375,BS,재무상태표,ifrs-full_CurrentTaxLiabilities,당기법인세부채,-,제 50 기 반기말,564983916,제 49 기말,269794892,29,KRW,,,,,연결
20240814002435,11012,2024,00160375,BS,재무상태표,ifrs-full_OtherCurrentLiabilities,기타 유동부채,-,제 50 기 반기말,26097199,제 49 기말,95440842,30,KRW,,,,,연결
20240814002435,11012,2024,00160375,BS,재무상태표,ifrs-full_ShorttermBorrowings,단기차입금,-,제 50 기 반기말,2200000000,제 49 기말,2400000000,31,KRW,,,,,연결
