Date,CHNCPIALLMINMEI
2021-01-01,112.55
2021-02-01,113.2193
2021-03-01,112.6615
2021-04-01,112.3269
2021-05-01,112.2154
2021-06-01,111.7692
2021-07-01,112.1038
2021-08-01,112.2154
2021-09-01,112.2154
2021-10-01,112.9962
2021-11-01,113.4424
2021-12-01,113.1077
