날짜,시가,고가,저가,종가,거래량,등락률
2020-11-02,49000,51700,48750,49900,29587,2.674897119341564
2020-11-03,50000,50700,49700,50700,7574,1.6032064128256511
2020-11-04,50700,51000,49900,50600,8764,-0.19723865877712032
2020-11-05,51000,52100,50600,51300,18215,1.383399209486166
2020-11-06,51800,51800,50800,51300,6179,0.0
2020-11-09,50900,53500,50900,52500,21966,2.3391812865497075
2020-11-10,58000,58000,52500,52800,40978,0.5714285714285714
2020-11-11,52800,53700,52500,53000,13822,0.3787878787878788
2020-11-12,53000,59500,51600,53600,101652,1.1320754716981132
2020-11-13,54000,59300,52500,54200,148280,1.1194029850746268
2020-11-16,55100,70300,53700,67400,1073832,24.354243542435423
2020-11-17,64900,67400,56100,56500,393271,-16.172106824925816
2020-11-18,57200,58800,54000,54200,109792,-4.070796460176991
2020-11-19,54100,54100,52000,52700,62140,-2.7675276752767526
2020-11-20,52600,54900,51300,52700,49937,0.0
2020-11-23,54400,55800,53100,54600,57062,3.6053130929791273
2020-11-24,55300,59600,53800,56800,198418,4.029304029304029
2020-11-25,56100,59100,54100,54800,109479,-3.5211267605633805
2020-11-26,54100,55400,53800,54100,24263,-1.2773722627737227
2020-11-27,53700,56600,52300,53700,59744,-0.7393715341959335
2020-11-30,53500,55800,53500,54300,34428,1.1173184357541899
