날짜,시가,고가,저가,종가,거래량,등락률
2024-02-01,8940,9700,8940,9640,209956,6.637168141592921
2024-02-02,9730,9810,9400,9720,104944,0.8298755186721992
2024-02-05,9810,9840,9640,9720,28850,0.0
2024-02-06,9710,9710,9400,9470,38854,-2.57201646090535
2024-02-07,9450,9580,9390,9560,21824,0.9503695881731784
2024-02-08,9590,9610,9500,9560,22156,0.0
2024-02-13,9560,9660,9500,9620,28863,0.6276150627615062
2024-02-14,9600,9680,9540,9620,27424,0.0
2024-02-15,9630,9680,9500,9500,25343,-1.2474012474012475
2024-02-16,9510,9560,9420,9490,12579,-0.10526315789473684
2024-02-19,9500,10100,9450,10060,204777,6.006322444678609
2024-02-20,10000,10100,9900,9970,51944,-0.8946322067594433
2024-02-21,9980,9980,9770,9810,41163,-1.60481444332999
2024-02-22,9780,9860,9710,9730,34768,-0.8154943934760449
2024-02-23,9790,9830,9630,9700,33546,-0.3083247687564234
2024-02-26,9700,9710,9510,9530,35061,-1.7525773195876289
2024-02-27,9630,9630,9400,9400,31607,-1.3641133263378804
2024-02-28,9510,9840,9440,9720,35961,3.404255319148936
2024-02-29,9730,9770,9600,9600,22224,-1.2345679012345678
