stock_code
326030
443060
021240
028050
022100
012750
030000
052690
089860
039130
005250
214320
032350
403550
002030
284740
034310
015360
130660
002150
019680
095570
102260
053690
095720
070960
094280
000700
002620
031440
016710
035000
000180
016880
023350
