rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_amount,ord,currency,thstrm_add_amount,연결구분
20240320001782,11011,2023,00129420,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 45 기,255548356312,제 44 기,195489393903,제 43 기,195058432986,7,KRW,,연결
20240320001782,11011,2023,00129420,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 45 기,164929361341,제 44 기,72079767443,제 43 기,64796105922,8,KRW,,연결
20240320001782,11011,2023,00129420,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 45 기,24637321891,제 44 기,4733808350,제 43 기,4166163547,9,KRW,,연결
20240320001782,11011,2023,00129420,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 45 기,2979904,제 44 기,1810580,제 43 기,0,10,KRW,,연결
20240320001782,11011,2023,00129420,BS,재무상태표,ifrs-full_Inventories,유동재고자산,-,제 45 기,32797439771,제 44 기,4717347173,제 43 기,3671771089,11,KRW,,연결
20240320001782,11011,2023,00129420,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 45 기,57002157609,제 44 기,31392893942,제 43 기,28266333006,12,KRW,,연결
20240320001782,11011,2023,00129420,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타유동금융자산,-,제 45 기,0,제 44 기,0,제 43 기,3120000,13,KRW,,연결
20240320001782,11011,2023,00129420,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권 및 기타유동채권,-,제 45 기,50489462166,제 44 기,31233907398,제 43 기,28688718280,14,KRW,,연결
20240320001782,11011,2023,00129420,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 45 기,90618994971,제 44 기,123409626460,제 43 기,130262327064,15,KRW,,연결
20240320001782,11011,2023,00129420,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,-,제 45 기,145000000,제 44 기,5000000,제 43 기,5000000,16,KRW,,연결
20240320001782,11011,2023,00129420,BS,재무상태표,dart_LongTermDepositsProvidedGross,장기예치금,-,제 45 기,37132533,제 44 기,0,제 43 기,0,17,KRW,,연결
20240320001782,11011,2023,00129420,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,장기매출채권 및 기타비유동채권,-,제 45 기,7245577439,제 44 기,7243380000,제 43 기,6996880000,18,KRW,,연결
20240320001782,11011,2023,00129420,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 45 기,2606570937,제 44 기,2671221091,제 43 기,0,19,KRW,,연결
20240320001782,11011,2023,00129420,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,영업권 이외의 무형자산,-,제 45 기,2046378317,제 44 기,773798474,제 43 기,877588583,20,KRW,,연결
20240320001782,11011,2023,00129420,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 45 기,632885826,제 44 기,664562526,제 43 기,696239226,21,KRW,,연결
20240320001782,11011,2023,00129420,BS,재무상태표,ifrs-full_InvestmentsInAssociates,관계기업에 대한 투자자산,-,제 45 기,0,제 44 기,0,제 43 기,1092873103,22,KRW,,연결
20240320001782,11011,2023,00129420,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossMandatorilyMeasuredAtFairValue,당기손익-공정가치측정금융상품,-,제 45 기,9163428248,제 44 기,10099127630,제 43 기,10110899402,23,KRW,,연결
20240320001782,11011,2023,00129420,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치측정지분상품,-,제 45 기,1000000,제 44 기,47708322000,제 43 기,56016208648,24,KRW,,연결
20240320001782,11011,2023,00129420,BS,재무상태표,ifrs-full_OtherNoncurrentAssets,기타비유동자산,-,제 45 기,152444449,제 44 기,175629768,제 43 기,167660882,25,KRW,,연결
20240320001782,11011,2023,00129420,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,기타비유동금융자산,-,제 45 기,0,제 44 기,0,제 43 기,210000,26,KRW,,연결
