날짜,시가,고가,저가,종가,거래량,등락률
2024-04-01,14400,14500,14360,14450,4191,0.20804438280166435
2024-04-02,14430,14490,14410,14440,754,-0.06920415224913494
2024-04-03,14380,14460,14380,14450,5827,0.06925207756232687
2024-04-04,14450,14470,14390,14450,444,0.0
2024-04-05,14440,14470,14360,14470,4132,0.13840830449826988
2024-04-08,14470,14490,14410,14480,1091,0.0691085003455425
2024-04-09,14480,14490,14380,14490,4130,0.06906077348066297
2024-04-11,14490,14500,14400,14500,3222,0.06901311249137336
2024-04-12,14500,14500,14440,14500,2667,0.0
2024-04-15,14440,14500,14420,14500,780,0.0
2024-04-16,15000,15000,14570,14740,9151,1.6551724137931034
2024-04-17,14740,14990,14460,14820,2093,0.5427408412483039
2024-04-18,14820,15000,14700,14950,20318,0.8771929824561403
2024-04-19,15480,15480,14650,15100,15878,1.0033444816053512
2024-04-22,15120,15300,14790,14960,2771,-0.9271523178807948
2024-04-23,15150,15150,14900,15080,2563,0.8021390374331552
2024-04-24,15270,15300,14950,14960,1397,-0.7957559681697612
2024-04-25,15000,16100,15000,15710,13007,5.0133689839572195
2024-04-26,15990,16300,15640,15870,12505,1.0184595798854232
2024-04-29,15710,15970,14520,14800,6547,-6.742281033396345
2024-04-30,14640,15180,14500,14720,4750,-0.5405405405405406
