날짜,시가,고가,저가,종가,거래량,등락률
2024-05-02,9050,9640,8990,9060,83865,-2.054054054054054
2024-05-03,9040,9330,8850,9030,30789,-0.33112582781456956
2024-05-07,8690,9240,8690,9180,40634,1.6611295681063125
2024-05-08,9100,9250,8740,9020,37597,-1.7429193899782136
2024-05-09,9030,9210,8840,8840,16815,-1.9955654101995564
2024-05-10,8900,9000,8820,8930,15844,1.0180995475113122
2024-05-13,9020,9030,8660,8860,17184,-0.7838745800671892
2024-05-14,8840,8910,8710,8780,14043,-0.9029345372460496
2024-05-16,8830,9660,8830,9300,91302,5.922551252847381
2024-05-17,9170,9290,9000,9100,15032,-2.1505376344086025
2024-05-20,9040,9300,8880,8950,14260,-1.6483516483516485
2024-05-21,9040,9050,8810,8870,9263,-0.8938547486033519
2024-05-22,8870,11530,8870,11530,418386,29.988726042841034
2024-05-23,11030,14840,10400,12400,2445675,7.545533391153512
2024-05-24,12380,13600,11810,12810,422040,3.306451612903226
2024-05-27,14500,15470,12900,13090,634709,2.185792349726776
2024-05-28,13400,13450,12500,13080,128195,-0.07639419404125286
2024-05-29,12700,12910,12140,12260,83876,-6.269113149847094
2024-05-30,11940,12340,11640,11640,52771,-5.057096247960848
2024-05-31,12200,13660,12000,12660,347041,8.762886597938143
