날짜,시가,고가,저가,종가,거래량,등락률
2024-12-02,77300,77300,76100,76900,4094,-0.517464424320828
2024-12-03,76800,79300,76700,79200,10848,2.990897269180754
2024-12-04,77200,79100,76100,79100,11118,-0.12626262626262627
2024-12-05,77800,78000,76400,77900,7577,-1.5170670037926675
2024-12-06,76900,77200,73500,75900,20681,-2.5673940949935816
2024-12-09,74300,75400,72100,73700,14227,-2.898550724637681
2024-12-10,73700,76500,73300,75900,2649,2.9850746268656714
2024-12-11,76000,78200,75200,77800,10184,2.503293807641634
2024-12-12,78100,78400,76700,76700,3217,-1.4138817480719794
2024-12-13,77500,78700,77000,78700,5055,2.607561929595828
2024-12-16,78700,82000,77600,81200,17898,3.176620076238882
2024-12-17,81000,85500,80800,84400,42328,3.9408866995073892
2024-12-18,83900,84800,82600,84200,5533,-0.23696682464454977
2024-12-19,82100,82800,80600,81000,6474,-3.800475059382423
2024-12-20,80400,83800,79800,82300,10150,1.6049382716049383
2024-12-23,82300,82700,81000,82700,4023,0.48602673147023084
2024-12-24,82000,82300,80000,80000,4153,-3.2648125755743655
2024-12-26,80200,81100,78700,80300,6104,0.375
2024-12-27,80000,80100,78500,79500,5211,-0.9962640099626401
2024-12-30,79000,79500,77700,78500,2600,-1.257861635220126
